Nome,Ruolo,Team,img,avatars,Fanta Media 22-23,Media Voto 22-23,Gol 22-23,Assist 22-23,Fanta Media 23-24,Media Voto 23-24,Gol 23-24,Assist 23-24,Fanta Media 24-25,Media Voto 24-25,Gol 24-25,Assist 24-25,PMA,Quot.,MV,FMV,Presenze,Minuti,Gol,Assist,Ammonizioni,Espulsioni,Rig. Segnati,Rig. Sbagliati,Gol Subiti,Rig. Parati,Prezzo,Titolarità,Affidabilità,Integrità,Prezzo%,Fascia,FMV Exp.,Pt. Tit.,Percentuale Titolare,FantaValue,Tiri_FV,Passaggi_FV,Difesa_FV,Possesso_FV,Azioni_FV,Player1T1,Player2T1,Player1T2,Player2T2,PrezzoTerzetto1,AffinitaTerzetto1,PrezzoTerzetto2,AffinitaTerzetto2,SP1,SP2,SP3,SP4,SP5,PMA300,PMA500,PMA1000,Prezzo300,Prezzo500,Prezzo1000,PrezzoTerzetto1300,PrezzoTerzetto1500,PrezzoTerzetto11000,PrezzoTerzetto2300,PrezzoTerzetto2500,PrezzoTerzetto21000,Diagnosi,11_08_PREZZO_300,11_08_PREZZO_500,11_08_PREZZO_1000,18_08_PREZZO_300,18_08_PREZZO_500,18_08_PREZZO_1000,22_08_PREZZO_300,22_08_PREZZO_500,22_08_PREZZO_1000,24_08_PREZZO_300,24_08_PREZZO_500,24_08_PREZZO_1000,26_08_PREZZO_300,26_08_PREZZO_500,26_08_PREZZO_1000,28_08_PREZZO_300,28_08_PREZZO_500,28_08_PREZZO_1000,02_09_PREZZO_300,02_09_PREZZO_500,02_09_PREZZO_1000,11_08_PMA_300,11_08_PMA_500,11_08_PMA_1000,18_08_PMA_300,18_08_PMA_500,18_08_PMA_1000,22_08_PMA_300,22_08_PMA_500,22_08_PMA_1000,24_08_PMA_300,24_08_PMA_500,24_08_PMA_1000,26_08_PMA_300,26_08_PMA_500,26_08_PMA_1000,28_08_PMA_300,28_08_PMA_500,28_08_PMA_1000,02_09_PMA_300,02_09_PMA_500,02_09_PMA_1000,Titolarita 24/25,Rigorista,CalciPiazzati
BRAUNODER,C,COM,braunoder.png,braunoder_avatar.png,-,-,2,3,-,-,1,0,5.5,5.75,0,0,0.002,3,5.85,5.92,16.0,773.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Outsider,5.89,8.0,69.0,68.2,66.8,67.2,72.2,70.9,67.2,ZANIOLO,PULISIC,ZANIOLO,PESSINA,90.0,97.0,41.0,97.0,CYPRIEN,CIURRIA,ENGELHARDT,PRATI,LIBERALI,1,1,2,1,1,2,54,90,180,25,41,82,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
CIURRIA,C,MON,ciurria.png,ciurria_avatar.png,6.81,6.19,6,6,5.86,5.86,0,1,0.0,0.0,0,0,0.002,5,5.86,5.86,22.0,1602.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,5.97,18.0,82.0,79.3,77.5,77.6,81.6,81.0,79.6,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,47.0,97.0,56.0,97.0,DUDA,CYPRIEN,BRAUNODER,ENGELHARDT,PRATI,1,1,2,1,1,2,28,47,94,34,56,112,Problema a un ginocchio - Da valutare,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
CYPRIEN,C,PAR,cyprien.png,cyprien_avatar.png,-,-,3,0,-,-,2,0,5.75,5.75,0,0,0.002,2,5.8,5.87,18.0,770.0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Non Impostata,5.88,8.0,44.0,75.9,74.8,74.6,80.5,79.2,74.6,ORSOLINI,ORISTANIO,COLPANI,ORISTANIO,55.0,97.0,46.0,97.0,ELLERTSSON,DUDA,CIURRIA,BRAUNODER,ENGELHARDT,1,1,2,1,1,2,33,55,110,28,46,92,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,50.0,,
DUDA,C,VER,duda.png,duda_avatar.png,5.68,5.82,0,0,5.98,6.05,1,5,6.0,6.17,0,1,0.002,7,6.05,5.98,32.0,2469.0,1,4.0,10.0,2.0,0.0,1.0,0.0,0.0,1,3,4,4,0.2,"Titolare ""Scarso""",6.06,29.0,91.0,80.3,77.8,78.9,85.0,83.0,78.8,ZURKOWSKI,ZACCAGNI,MALINOVSKYI,ZACCAGNI,58.0,100.0,68.0,100.0,ESTEVEZ,ELLERTSSON,CYPRIEN,CIURRIA,BRAUNODER,1,1,2,1,1,2,35,58,116,41,68,136,,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,3.0
DUNCAN,C,VEN,duncan.png,duncan_avatar.png,5.95,5.88,1,0,6.46,6.08,2,5,5.83,6.0,0,0,0.002,8,6.08,6.46,30.0,1900.0,2,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2,3,4,3,0.4,"Titolare ""Scarso""",6.11,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,82.0,100.0,107.0,97.0,MANDRAGORA,THORSBY,BALDANZI,EL AZZOUZI,PAYERO,1,1,2,1,2,4,49,82,164,64,107,214,,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
ELLERTSSON,C,VEN,ellertsson.png,ellertsson_avatar.png,5.7,5.8,0,0,-,-,2,3,6.5,6.17,0,1,0.002,2,5.7,5.65,35.0,1698.0,2,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Scommesse,5.97,20.0,57.0,79.1,77.3,77.3,83.2,82.3,77.3,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,81.0,100.0,106.0,97.0,FREULER,ESTEVEZ,DUDA,CYPRIEN,CIURRIA,1,1,2,1,1,2,49,81,162,64,106,212,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
ESTEVEZ,C,PAR,estevez.png,estevez_avatar.png,-,-,1,2,-,-,3,1,5.5,5.75,0,0,0.002,4,0.0,0.0,32.0,2303.0,3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,6.03,25.0,78.0,79.1,77.3,77.5,83.3,82.3,77.5,ORSOLINI,ORISTANIO,COLPANI,ORISTANIO,55.0,97.0,46.0,97.0,GYASI,FREULER,ELLERTSSON,DUDA,CYPRIEN,1,1,2,1,1,2,33,55,110,28,46,92,Problema fisico - Da valutare,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
FAZZINI,C,EMP,fazzini.png,fazzini_avatar.png,5.8,5.9,0,0,5.96,5.92,1,1,6.5,6.67,0,0,0.006,4,5.92,5.96,31.0,1242.0,1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,0.6,Quarta,6.05,14.0,45.0,79.4,77.5,77.7,83.8,82.4,77.7,ORSOLINI,PULISIC,ZACCAGNI,SUSLOV,108.0,100.0,71.0,100.0,SAELEMAEKERS,MESSIAS,FERGUSON,BENNACER,AEBISCHER,2,3,6,2,3,6,65,108,216,43,71,142,,1.0,1.0,2.0,2.0,3.0,6.0,3.0,5.0,10.0,2.0,4.0,8.0,3.0,5.0,10.0,4.0,7.0,14.0,4.0,7.0,14.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,4.0,8.0,4.0,7.0,13.0,75.0,,1.0
FREULER,C,BOL,freuler.png,freuler_avatar.png,0.0,0.0,0,0,6.06,6.11,1,0,6.17,6.17,0,0,0.005,9,6.11,6.06,32.0,2632.0,1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,4,4,0.2,"Titolare ""Scarso""",6.0,30.0,94.0,80.4,77.7,79.3,84.6,82.8,78.3,ZURKOWSKI,PULISIC,COLPANI,VLASIC,70.0,100.0,48.0,100.0,KARLSTROM,GYASI,ESTEVEZ,ELLERTSSON,DUDA,2,2,5,1,1,2,42,70,140,29,48,96,,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,75.0,,
GYASI,C,EMP,gyasi.png,gyasi_avatar.png,5.8,5.77,2,0,5.69,5.66,1,2,8.5,6.5,2,0,0.002,5,5.66,5.69,33.0,1892.0,1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1,3,2,4,0.2,Quarta,5.89,21.0,64.0,81.0,77.7,77.8,84.3,82.5,77.7,ORSOLINI,PULISIC,ZACCAGNI,SUSLOV,106.0,100.0,69.0,100.0,ROVELLA,KARLSTROM,FREULER,ESTEVEZ,ELLERTSSON,1,1,2,1,1,2,64,106,212,41,69,138,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,75.0,,
KARLSTROM,C,UDI,karlstrom.png,karlstrom_avatar.png,-,-,0,0,-,-,0,0,6.17,6.17,0,0,0.002,5,5.92,5.92,30.0,2375.0,2,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,5.95,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZURKOWSKI,PULISIC,ZANIOLO,STREFEZZA,70.0,100.0,47.0,97.0,FORSON O.,ROVELLA,GYASI,FREULER,ESTEVEZ,1,1,2,1,1,2,42,70,140,28,47,94,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
MESSIAS,C,GEN,messias.png,messias_avatar.png,6.62,6.0,5,2,6.35,6.18,1,0,6.17,6.17,1,0,0.006,9,6.18,6.35,18.0,1070.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,2,0.6,Scommesse,6.38,13.0,72.0,77.3,78.5,77.9,80.2,79.7,79.0,ZACCAGNI,SUSLOV,ORSOLINI,POLITANO,71.0,100.0,74.0,97.0,CASTROVILLI,SAELEMAEKERS,FAZZINI,FERGUSON,BENNACER,2,3,6,2,3,6,43,71,142,44,74,148,,1.0,2.0,4.0,2.0,3.0,6.0,4.0,7.0,14.0,4.0,7.0,14.0,4.0,7.0,14.0,6.0,10.0,20.0,6.0,10.0,20.0,1.0,2.0,3.0,2.0,3.0,6.0,3.0,5.0,9.0,3.0,5.0,10.0,3.0,5.0,10.0,3.0,5.0,10.0,6.0,10.0,20.0,75.0,3.0,2.0
PRATI,C,CAG,prati.png,prati_avatar.png,-,-,2,1,6.0,5.92,1,1,5.67,5.83,0,0,0.002,4,5.92,6.0,26.0,1972.0,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,"Titolare ""Scarso""",6.07,19.0,73.0,79.5,77.6,77.8,84.0,82.5,77.7,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,70.0,97.0,70.0,97.0,BRAUNODER,ENGELHARDT,LIBERALI,SOHM,GINEITIS,1,1,2,1,1,2,42,70,140,42,70,140,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,2.0
ROVELLA,C,LAZ,rovella.png,rovella_avatar.png,6.16,6.1,1,2,6.07,6.12,0,2,5.75,6.0,0,0,0.002,7,6.12,6.07,23.0,1333.0,0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,4,3,0.2,"Titolare ""Scarso""",5.93,16.0,70.0,77.5,76.5,80.4,81.3,79.5,80.5,ZURKOWSKI,SUSLOV,MALINOVSKYI,SUSLOV,20.0,100.0,30.0,100.0,URBANSKI,FORSON O.,KARLSTROM,GYASI,FREULER,1,1,2,1,1,2,12,20,40,18,30,60,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,2.0
SAELEMAEKERS,C,ROM,saelemaekers.png,saelemaekers_avatar.png,6.17,5.91,2,2,6.47,6.08,4,3,5.0,5.5,0,0,0.002,5,6.08,6.47,30.0,1892.0,4,2.0,5.0,1.0,0.0,0.0,0.0,0.0,3,3,3,2,0.6,Scommesse,6.33,21.0,70.0,80.1,78.2,79.6,84.1,83.2,79.4,ZANIOLO,PESSINA,ZURKOWSKI,SUSLOV,43.0,97.0,22.0,97.0,VIOLA,CASTROVILLI,MESSIAS,FAZZINI,FERGUSON,1,1,2,2,3,6,26,43,86,13,22,44,,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,5.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,50.0,,
URBANSKI,C,BOL,urbanski.png,urbanski_avatar.png,0.0,0.0,0,0,5.83,5.92,0,0,0.0,0.0,0,0,0.002,5,5.92,5.83,22.0,937.0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,5.83,9.0,41.0,78.7,77.6,77.5,79.5,79.0,77.5,ZURKOWSKI,PULISIC,COLPANI,VLASIC,70.0,100.0,48.0,100.0,KONE B.,KOSTIC,FORSON O.,ROVELLA,KARLSTROM,1,1,2,1,1,2,42,70,140,29,48,96,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
VIOLA,C,CAG,viola.png,viola_avatar.png,-,-,1,0,6.7,6.2,5,2,5.5,5.5,0,0,0.002,6,6.2,6.7,26.0,1208.0,5,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3,3,4,4,0.6,Quarta,6.39,11.0,42.0,79.8,78.1,78.3,83.5,82.6,78.3,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,72.0,97.0,72.0,97.0,HERNANI,VECINO,CASTROVILLI,SAELEMAEKERS,MESSIAS,1,1,2,2,3,6,43,72,144,43,72,144,,2.0,4.0,8.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,3.0
CHUKWUEZE,C,MIL,chukwueze.png,chukwueze_avatar.png,-,-,6,5,6.25,6.02,1,2,5.5,5.5,0,0,0.06,11,6.02,6.25,24.0,1017.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,23,3,3,3,4.6,Terza,6.52,12.0,50.0,79.6,78.2,78.4,83.8,82.4,78.4,ORSOLINI,ZURKOWSKI,ZURKOWSKI,MARCHWINSKI,67.0,100.0,43.0,100.0,BERNABE',FRATTESI,LOFTUS-CHEEK,ZANIOLO,BARELLA,18,30,60,14,23,46,40,67,134,26,43,86,,13.0,22.0,44.0,14.0,23.0,46.0,15.0,25.0,50.0,16.0,26.0,52.0,15.0,25.0,50.0,14.0,23.0,46.0,12.0,20.0,40.0,18.0,30.0,60.0,18.0,30.0,60.0,17.0,29.0,58.0,17.0,28.0,57.0,18.0,30.0,60.0,18.0,30.0,60.0,11.0,19.0,38.0,50.0,,
FABBIAN,C,BOL,fabbian.png,fabbian_avatar.png,-,-,8,1,6.86,6.23,5,1,8.0,6.5,1,0,0.042,13,6.23,6.86,27.0,1068.0,5,2.0,4.0,0.0,0.0,0.0,0.0,0.0,19,4,4,4,3.8,Seconda,6.52,11.0,41.0,79.8,78.9,78.1,84.3,82.7,77.9,ZURKOWSKI,PULISIC,COLPANI,VLASIC,88.0,100.0,66.0,100.0,MKHITARYAN,SAMARDZIC,EDERSON D.S.,CONCEICAO,PASALIC,13,21,42,11,19,38,53,88,176,40,66,132,,10.0,16.0,32.0,11.0,19.0,38.0,10.0,17.0,34.0,10.0,17.0,34.0,10.0,16.0,32.0,11.0,18.0,36.0,11.0,18.0,36.0,11.0,18.0,36.0,13.0,21.0,42.0,13.0,21.0,42.0,13.0,21.0,42.0,14.0,23.0,46.0,14.0,23.0,46.0,13.0,21.0,42.0,75.0,,
BUSIO,C,VEN,busio.png,busio_avatar.png,-,-,0,0,-,-,7,4,0.0,0.0,0,0,0.004,7,5.76,5.65,37.0,2955.0,7,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7,5,4,5,1.4,Quarta,6.25,36.0,97.0,79.1,77.5,77.5,83.3,82.3,77.5,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,87.0,100.0,112.0,97.0,PAREDES,ZAMBO ANGUISSA,LOVRIC,FRENDRUP,FOLORUNSHO,1,2,4,4,7,14,52,87,174,67,112,224,Problema fisico - Rientro meta settembre,5.0,8.0,16.0,4.0,7.0,14.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,4.0,8.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,50.0,,2.0
MARCHWINSKI,C,LEC,marchwinski.png,marchwinski_avatar.png,-,-,5,2,-,-,8,5,0.0,0.0,0,0,0.027,8,0.0,0.0,28.0,2096.0,8,5.0,4.0,1.0,0.0,0.0,0.0,0.0,16,3,4,5,3.2,Terza,6.47,25.0,96.0,84.5,86.0,83.2,80.0,85.0,85.2,ZURKOWSKI,PULISIC,KOOPMEINERS,VLASIC,85.0,100.0,81.0,100.0,SUSLOV,VLASIC,REIJNDERS,PESSINA,DA CUNHA,8,14,27,10,16,32,51,85,170,49,81,162,,7.0,11.0,22.0,10.0,16.0,32.0,8.0,13.0,26.0,7.0,12.0,24.0,7.0,12.0,24.0,7.0,11.0,22.0,5.0,9.0,18.0,7.0,12.0,23.0,8.0,14.0,27.0,8.0,12.0,25.0,7.0,12.0,24.0,8.0,12.0,25.0,7.0,12.0,24.0,2.0,4.0,8.0,50.0,2.0,3.0
FOLORUNSHO,C,NAP,folorunsho.png,folorunsho_avatar.png,-,-,8,1,6.41,6.0,5,1,0.0,0.0,0,0,0.008,7,6.0,6.41,34.0,2799.0,5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,8,3,3,4,1.6,Scommesse,6.55,33.0,97.0,80.4,78.3,78.7,85.3,82.7,78.4,KOOPMEINERS,ORISTANIO,ORSOLINI,ZURKOWSKI,71.0,100.0,52.0,97.0,LOVRIC,FRENDRUP,GUENDOUZI,NDOYE,TETE MORENTE,2,4,8,5,8,16,43,71,142,31,52,104,,5.0,8.0,16.0,5.0,8.0,16.0,4.0,6.0,12.0,4.0,6.0,12.0,4.0,6.0,12.0,4.0,6.0,12.0,1.0,2.0,4.0,3.0,5.0,10.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,3.0,7.0,2.0,4.0,8.0,2.0,4.0,8.0,1.0,1.0,2.0,50.0,,
ORISTANIO,C,VEN,oristanio.png,oristanio_avatar.png,-,-,1,3,6.38,6.1,2,1,5.5,5.67,0,0,0.026,9,6.1,6.38,25.0,1112.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14,4,4,2,2.8,Seconda,6.76,11.0,44.0,79.1,77.8,77.8,83.6,82.6,77.9,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,94.0,100.0,119.0,97.0,TCHAOUNA,NERES,MALINOVSKYI,ZIELINSKI,SUSLOV,8,13,26,8,14,28,56,94,188,71,119,238,,8.0,13.0,26.0,8.0,14.0,28.0,8.0,14.0,28.0,8.0,14.0,28.0,8.0,13.0,26.0,8.0,13.0,26.0,6.0,10.0,20.0,8.0,14.0,28.0,8.0,13.0,26.0,8.0,12.0,25.0,8.0,12.0,25.0,8.0,14.0,28.0,8.0,14.0,28.0,5.0,9.0,18.0,75.0,3.0,1.0
GAETANO,C,CAG,gaetano.png,gaetano_avatar.png,6.88,6.12,1,0,6.88,6.12,5,0,0.0,0.0,0,0,0.004,9,6.12,6.88,20.0,922.0,5,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,2,3,5,0.8,Scommesse,6.41,11.0,83.0,72.5,72.1,74.5,69.0,74.7,72.0,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,73.0,97.0,73.0,97.0,BARAK,ILIC,LOBOTKA,VERDI,ZURKOWSKI,1,2,4,2,4,8,44,73,146,44,73,146,,2.0,4.0,8.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,3.0,5.0,10.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,8.0,50.0,,
MALDINI,C,MON,maldini.png,maldini_avatar.png,6.43,6.07,2,0,6.97,6.19,4,1,7.0,6.17,1,0,0.026,9,6.19,6.97,18.0,588.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10,4,4,2,2.0,Scommesse,6.65,5.0,28.0,79.0,86.9,78.1,79.7,79.5,80.1,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,56.0,97.0,65.0,97.0,LAZOVIC,LE FEE,THURAM K.,TCHAOUNA,NERES,8,13,26,6,10,20,34,56,112,39,65,130,,5.0,9.0,18.0,6.0,10.0,20.0,8.0,13.0,26.0,8.0,13.0,26.0,8.0,14.0,28.0,8.0,13.0,26.0,8.0,14.0,28.0,7.0,11.0,22.0,8.0,13.0,26.0,8.0,13.0,26.0,8.0,13.0,26.0,8.0,14.0,28.0,8.0,14.0,28.0,8.0,14.0,27.0,75.0,,1.0
FELICI,C,CAG,felici.png,felici_avatar.png,-,-,4,0,-,-,4,5,6.0,6.0,0,0,0.004,5,6.05,5.95,36.0,2668.0,4,5.0,5.0,1.0,0.0,0.0,0.0,0.0,5,3,3,4,1.0,Scommesse,6.41,30.0,83.0,81.6,77.3,77.5,83.3,82.3,77.5,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,74.0,97.0,74.0,97.0,DELE-BASHIRU,KARLSSON,RICCI S.,EKKELENKAMP,OUDIN,1,2,4,3,5,10,44,74,148,44,74,148,,3.0,5.0,10.0,3.0,5.0,10.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,50.0,,
FORSON O.,C,MON,forson_o.png,forson_o_avatar.png,-,-,8,2,-,-,3,4,0.0,0.0,0,0,0.002,6,0.0,0.0,4.0,87.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Scommesse,6.28,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,47.0,97.0,56.0,97.0,KOSTIC,URBANSKI,ROVELLA,KARLSTROM,GYASI,1,1,2,1,1,2,28,47,94,34,56,112,,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
SOHM,C,PAR,sohm.png,sohm_avatar.png,-,-,0,3,-,-,0,4,6.33,6.33,0,0,0.002,5,6.0,6.29,32.0,1605.0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1,4,3,4,0.2,"Titolare ""Scarso""",5.94,21.0,66.0,79.1,77.3,77.5,83.2,82.3,77.5,ORSOLINI,ORISTANIO,COLPANI,ORISTANIO,55.0,97.0,46.0,97.0,PRATI,LIBERALI,GINEITIS,DOUMBIA I.,DEIOLA,1,1,2,1,1,2,33,55,110,28,46,92,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,75.0,,
